row_id,Hindi,Mundari,Hindi_length,Mundari_length,character_ratio,word_ratio,category,reason
15069,मैं भी तुम्हारे साथ चलता हूँ।,"उरिः को मेताइ तना-कागे मनोआं होन लोः मोद् रे ले कमी केना मेन्दो कमी लेदाः अकोगे जोम केदा,",29,89,3.069,3.0,SEVERE_ANOMALY,Severe long Mundari character ratio (3.07 > 3.0)
15102,"तुम उनसे पूछो, वह तुमको क्या कहेगा !",कुलिलीमे; चेनत्र्प्रःए मेतत्र्प्रमा!,36,36,1.0,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
15180,सरजोम बा बा तना- सखूआ के फल खिल रहें हैं,सरजोम बा बा तन,40,14,0.35,0.4,REVIEW_REQUIRED,Borderline character ratio (0.35)
15192,डालि बादि रे - डालियों के खेतों में,डालि बादि रे,35,12,0.3429,0.375,REVIEW_REQUIRED,Borderline character ratio (0.34)
15193,बाप-रे-बाप।,बाप रे बाप।,11,11,1.0,3.0,REVIEW_REQUIRED,Borderline word ratio (3.00)
15219,"उनदोनों के बैठ जाने के बाद, दुरगा, बुढ़िया से कह रहा है-‘‘ दो बड़ी बड़ी बातों को तुमने छोड़ दिया है।’’","इनकिड. दुब्जनचि, दुरगा बुडित्र्प्रए मेतत्र्प्रइतना, “बरित्र्प्र मपरड.कजिगेम बगेकेदा।”",102,85,0.8333,0.381,REVIEW_REQUIRED,Borderline word ratio (0.38)
15226,उधर किसान कौवे की चिन्ता में पड़ा और देरतक उसे नहीं आता हुआ देखकर ढूंढ़ने निकला।,ममोवा होन को सदओ नोओ कोओका।,80,27,0.3375,0.375,REVIEW_REQUIRED,Borderline character ratio (0.34)
15236,"ये इसी पद पर ही हैं, किस तरह से वह हमदोनों को ठीक से नहीें सिखा पायेंगे ?",नी नेअ हदा-रिःगेअ; चिलकाते टउका काए इतुजद्लङअ?,73,46,0.6301,0.3889,REVIEW_REQUIRED,Borderline word ratio (0.39)
15267,"तोदुए से कहे-‘‘आंखों में बीमारी होने के दिन आ गया है कहके मानव संतानों को तुम बताओ, बच्चों को कड़ाके की धूप में खाली पेट, इधर उधर न घूमने दें, और आंधी के धूल से बच्चों को न लग पाये।’’","सुड़िअमए मेतअःइअ, ‘‘अम दो, जेटे हिजुःजना, रबङ सेनोःजना मेनते उदुब्अकोम।’’",183,73,0.3989,0.25,REVIEW_REQUIRED,Borderline character ratio (0.40)
15404,"सिर धुनते समय प्रेतात्माओं को भी देखा जा सकता है, डायन करने वाले देखे पहचाने जा सकते हैं और बलि दिये जाने वाले के जीवों के बारे में भी पता चलता है।","रुमतनरे बोंगा कोओको लेलोअ; नजोम-तनको लेलउरुमोअ, अद् लगतिङ दंड़ेंको मुनडिओअ।",147,75,0.5102,0.3125,REVIEW_REQUIRED,Borderline word ratio (0.31)
15428,तिंजर तोंजोर- सखूआ की नई पतियों की पत्ति,तिंजर तोंजोर,40,12,0.3,0.25,REVIEW_REQUIRED,Borderline character ratio (0.30)
15433,"मतुरा-‘‘ मैंने ठीक से देख लिया है, प्रचारक, फिर से हम अन्दर नहीं जायेंगे।’’",पोकोतोगेम लेलकिःत्र्प्र चि का?,75,30,0.4,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
15517,"मैं पहले प्रवेश कर अनुभव कर लेता हूँ, उसके बाद हम सभी विचार करने के पश्चात निर्णय लेंगे ऐसा बोलने के पश्चात वह नदीं में प्रवेश किया।",बर होड़दो अतोमरे तिङगुअकनतेकिङ लेलतना।,132,38,0.2879,0.1852,SEVERE_ANOMALY,Severe short Mundari character ratio (0.29 < 0.3)
15599,समस्या,बलय,6,3,0.5,1.0,SEVERE_ANOMALY,Ultra-short sentence (<4 characters)
15606,"साँप उस पर लेट गए और कहने लगे, बहन अब हम तुमको छोड़ने जा रहे हैं, इसलिए आज अच्छा खाना खिलाओ।",एन कुड़ि होन मंडी उतु ओमद् कोवा।,92,32,0.3478,0.3333,REVIEW_REQUIRED,Borderline character ratio (0.35)
15666,दोनों इतने बुढ़ा बुढ़िया हो रहें हैं !,नामिनडकिड. हड़म बुड़ितना!,38,25,0.6579,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
15668,"मारने काटने, तीर चलाने के कारण गिरप्तार हुए भगवान लोग किसी को जेल हुआ, किसी को कालापानी में भेजा गया, किसी को फांसी में लटका दिया गया।","मपअः तुपुइड.रे सब्जन भगोअनको ओकोनिः जे‘लजना, ओकोनिः कलापनिजना, ओकोनिःदोए फसेजना।",134,80,0.597,0.3704,REVIEW_REQUIRED,Borderline word ratio (0.37)
15681,"फिर से उनलोगों को बुलाया जा रहा है, लेकिन वे नीचे नहीं उतर रहें हैं और कई प्रकार से उनलोगों को गाली दे रहें हैं।","ओड़ोःगेको रअः जद्कोअ, मेनदो काको अड़गुनतना अद् हटिकुटिको एरड.तना।",112,65,0.5804,0.36,REVIEW_REQUIRED,Borderline word ratio (0.36)
15696,"दुरगा-बुकिला और कद्लड. के साथ साथ पोते पातियां भी ईसाई हो गये हैं, इनलोगों को ईसाई गुणों को पायेंगे शायद, छुटपन से ही पढ़ाई किये होंगे।","निकिड.नमदोकिड. नामत्र्प्रंकदा, मेनदो हुड़िडगे।",135,46,0.3407,0.1538,REVIEW_REQUIRED,Borderline character ratio (0.34)
15705,"इसके बाद पौदा उससे पूछ रहा है-अब, आप भी ईसाई हो गये हैं ?",एनते पउदा कुलजअःइअ-नाअःदो अमोम किरतानेनजना?,57,43,0.7544,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
15767,"हाट के टांड़ में, जाने के डर से आप मुझको बता रहे हैं !",पीटि पिड़िरे सेनडाम उदुब्अइङतना !,54,33,0.6111,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
15870,आलव,बुरसि,3,5,1.6667,1.0,SEVERE_ANOMALY,Ultra-short sentence (<4 characters)
15905,दूसरा कौन उनलोगों के लिए विनती कर देगा ?,त्र्प्रोको एटत्र्प्रःनिः‘ड़ीः बिनतित्र्प्रकोत्र्प्र?,40,52,1.3,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
15927,अब तो वे एक दूसरे के हाथ में मद्य दे रहें हैं।,नाअ: दो इ:लिको तेपेलातना।,46,25,0.5435,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
15951,बहुत-बहुत शुभकामनाएं! धन्यवाद!,इसु-इसु सुगड़ा कजि केअते ! मर सोबेन को जोअर !,30,45,1.5,3.3333,SEVERE_ANOMALY,Severe word count divergence (3.33)
15955,"वे लोग कुत्तों को भी भैंस बनाते हैं, मुर्गियों को भी भैंस बनाते हैं और पालने पर, घोड़ों को भी भैंस बना सकते हैं।","इनकु सेताकोओको केडाकोअ, सिमकोओको केडाकोअ, अद्कोअ, असुलनरेदो,सदोमोको केडा दडिअइअ।",112,80,0.7143,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
15961,"यह बोंगा पक्षियों या जानवरों को आँखो को कुछ ऐसा कर देता है कि उन्हें पक्षी पंसाने वाला पसरी या जाल या लासा (पक्षी चिपकाने, सटाने वाला सींक) आदि को नहीं देख पाते हैं और उनमें फंस जाते हैं।",दअःरे तइनतन बोंगाको।,187,20,0.107,0.0769,SEVERE_ANOMALY,Severe short Mundari character ratio (0.11 < 0.3)
16099,बिचारपुर को Mini Brazil कहा जाता है।,"बिचारपुर गे Mini Brazil को मेता: I Mini Brazil नेकाले काजिओ ताना चिआचि एन हातु रे ने सोमाय फुटबाल इनुङ को सिर जाओ ताना' छुडिड, दिन' अठाउरि सिदा रे आज शहडोल तेज सेनकेना दो रचता, रे सोबेन Football इनुङ चंगाड़ा कोलो: लेपेल होबालेना।",36,229,6.3611,6.1429,SEVERE_ANOMALY,Severe long Mundari character ratio (6.36 > 3.0)
16151,और हेटेटेयो पक्षी बनोगी।,एनाते कमिड़ि कुड़िताः तेए सेनोः जना आद्ए सराप किया अम सिरमा कटा केयातेम गितिइया ।,24,81,3.375,3.75,SEVERE_ANOMALY,Severe long Mundari character ratio (3.38 > 3.0)
16162,ऐसा ही दस्तूर किया गया है।,एनकागेको दस-तुरतदा।,26,19,0.7308,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
16228,कचि होम चिन लेदिञ- क्या तुम मुझे नहीं पहचाने थे,कचि होम लेल लेदिङ,47,17,0.3617,0.4,REVIEW_REQUIRED,Borderline character ratio (0.36)
16232,जोजोहातु गांव से औरत लाने के लिए जा रहे हैं,जोजोहतुते कुड़ि अउतेकोतना,43,25,0.5814,0.3,REVIEW_REQUIRED,Borderline word ratio (0.30)
16251,तीर का निशाना लगाने वाला हल्ला कर रहा था- ‘‘आपलोग सावधान रहिए ! बाघ को मैंने तीर से मारा है !,"तुइङ केन होड़ो ककलाजदा, ‘‘चिरगलपे, इ! कुलाइङ तुइङतअःइअ!",93,55,0.5914,0.381,REVIEW_REQUIRED,Borderline word ratio (0.38)
16287,क्या मेरे साथ लड़ना चाहते हो ?,"होड़ो को अलोम सदौ कोआ अकोअः मोने लेका को कमी उदम जोम का कारे दोइङ गोए उत्तर मेया, इनिः एनाए हे केदा ।",30,101,3.3667,3.2857,SEVERE_ANOMALY,Severe long Mundari character ratio (3.37 > 3.0)
16302,"इसके बारे में पत्नी उससे कह रही है-‘‘आप मांस को खा के समाप्त नहीं कर सकते हैं, दो मुर्गियों को मांस हड्डियों के साथ एक पत्तल हो जायेगा।’’","उड़ुगा दो हटअः, बइंटि, ससंङ ओड़ोः सिम किङए इदिकेद्केङअ।",137,55,0.4015,0.3214,REVIEW_REQUIRED,Borderline word ratio (0.32)
16313,"और मुझको चावल बनाकर, गर्म किये गये पानी में मुझको डाल दिया जाता है,","अद्इङ चउलिजनचि, लोलोअकन दअःरेको हंड़ंबिञअ;",67,42,0.6269,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
16375,"इस नाच में नाटक रुप में मुखौटा या बिना मुखौटा लगाने के बाद ही नाचकर, नाटक रुप में बताया जाता है।",छऊ सुसुन लोक नाटख बु मेता।,96,26,0.2708,0.2857,SEVERE_ANOMALY,Severe short Mundari character ratio (0.27 < 0.3)
16399,इसके बाद एक दूसरे को अभिवादन करने के बाद अलग अलग हो गये।,एनते जोपोअरजनचिको अपन अपिनेनजना।,56,32,0.5714,0.3077,REVIEW_REQUIRED,Borderline word ratio (0.31)
16418,उसी जगह से हमलोग लौट गये।,एनतत्र्प्रःएतेगेले रूड़ाजना।,25,28,1.12,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
16469,जपि,जपि:-,3,5,1.6667,1.0,SEVERE_ANOMALY,Ultra-short sentence (<4 characters)
16476,क्या करने से और बनेगा ?,चुकाएरे‘ड़ो बइत्र्प्रोत्र्प्र?,23,30,1.3043,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
16482,तुमलोग को कैसा महसूस हो रहा है ?,चिलकापे अटरजदा ?,32,16,0.5,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
16536,"बकरा को मार कर, उसका मांस को काट काट कर टुकड़ा किया जा रहा है।",मेरोम गोएःजनतेए गेदोःतना।,62,25,0.4032,0.2,SEVERE_ANOMALY,Severe word count divergence (0.20)
16658,"आने के बाद उनलोगों ने किसी तरह से जल्दबाजी में खेती किया गया, जिसके कारण धान का उपज फिर से बहुत बुरा हुआ।",हिजुःलेनचि जालेका रोकागेको कितिकेदा; बबा दोओड़ोःगे एद्काजना।,105,60,0.5714,0.3043,REVIEW_REQUIRED,Borderline word ratio (0.30)
16667,"कभी यह दबाव बड़ों की अपेक्षाओ के रूप  में होता है, तो कभी यह हमारे अपने ही मित्रों के गलत तरीके से चिढ़ाने के कारण पैदा हो जाता है।",अबु सोड.गिकोलो गोलोत तोरिकाते डागुरराः कारणते होबाताना।,131,55,0.4198,0.2414,SEVERE_ANOMALY,Severe word count divergence (0.24)
16707,"लको उनलोगों से कह रहा है-गोमके का आदेश की तरह और सोखाओं आपलोग खोज के लाईये, लेकिन आज दोपहर तक मेरे गुण को देखा जाये।",लको मेतअकोतना गोमकेअः हुकुम लेका अइ´अः गुन लेलकोः का।,116,53,0.4569,0.36,REVIEW_REQUIRED,Borderline word ratio (0.36)
16756,दिरि तेको नेनेल जन - पत्थर के नीचे दफन हुए हैं,दिरि तेको तेनेन जन,46,18,0.3913,0.3636,REVIEW_REQUIRED,Borderline character ratio (0.39)
16864,कुछ भी बात पर तुमलोग जल्द विश्वास कर लेती हो।,जान कजिपे बिसुआसतबेअ।,45,21,0.4667,0.3,REVIEW_REQUIRED,Borderline word ratio (0.30)
16928,पिछले दिनों एक बात मेरे ध्यान में आई और यह बड़ा अनोखा combination है।,नेअ मरड़ अकादन्दा बवउइपदंजपवद तनअः,69,34,0.4928,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
16960,उनलोगों ने गीत गाया-,दुरड.लत्र्प्रःको-,20,17,0.85,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
16985,सारी दुनिया में अन्धकार ही अन्धकार था।,एनरे दः रेन जीव को बारि को तै किप एन सोमय रे भेगोमन आद् लखि ठकुरइन किङ जगर जन चि अलंङ दो दः चेतन बड़े सकम रे दुब कन्ते नेसः हेनसः लङ् अतु बड़ तन आद् अलङ् जेतन रूड़ु बनोः।,38,170,4.4737,5.7143,SEVERE_ANOMALY,Severe long Mundari character ratio (4.47 > 3.0)
17026,इसलिए भारत की जलवायु में उष्ण कटिबंधीय जलवायु एवं उपोष्ण कटिबंधीय जलवायु दोनों की विशेषताएँ उपस्थित हैं।,सलांगि,104,6,0.0577,0.0588,SEVERE_ANOMALY,Severe short Mundari character ratio (0.06 < 0.3)
17155,"डेमका-मैं और एक बता रहा हॅू , आपलोगों के चाहने पर पूछ पहचान कर लीजिए।","डेमका-ओड़ो मिद्तअःइङ उदुब्अपेतना; मौने’रेपे, कुलिउरुमलेपे।",69,58,0.8406,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
17168,चौटा की पत्नी के साथ तुम्हारा किस तरह का नाता है ?,चउटारेनिःलोः चिलका-बेननतातना ?,50,30,0.6,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
17194,चिकन बहो-फूलो के खेतो में कौनसा फूल,चिकन बा हो,35,10,0.2857,0.4286,SEVERE_ANOMALY,Severe short Mundari character ratio (0.29 < 0.3)
17259,"इसके बाद डिंचुआ उससे कह रहा था-‘‘अब, तुम यहीं पर बैठो, सब जमा होंगे और सबके जमा होने पर, गोमके यहीं से आयेंगे।’’",बरदुलिअद्दो हेड़ानोःरे लउःलउः अउलअः।,112,36,0.3214,0.1739,REVIEW_REQUIRED,Borderline character ratio (0.32)
17282,यदि तुम दोनों की इच्छा बिचार कराने की ही है तो हम तुम दोनों का बिचार करेंगे।,बिचार रिकाबेन मोनेजद्रेदोले बिचारप्रबेना ।,76,42,0.5526,0.2941,SEVERE_ANOMALY,Severe word count divergence (0.29)
17376,गांव के सभी आदमियों से लम्बोड़ा तांती अधिक बुढ़े होने के कारण दूसरे बुढ़े लोग उनको चाचा कहते थे और बुढ़िया को चाची कहते थे।,एनकातेगे पेंड़ांएं बड़ाए नता मेने कजि उडु़ङजना।,123,47,0.3821,0.28,REVIEW_REQUIRED,Borderline character ratio (0.38)
17495,गतिञ लङ आगु रुड़ाइआ - इस त्योहार में जीवन संगीनी को लाना है,गतिञ लङ अगु रूड़इआ,59,18,0.3051,0.3077,REVIEW_REQUIRED,Borderline character ratio (0.31)
17535,"कहते हुए पुछे जाने पर ‘‘पुजा करेंगें’’, कहते हुए जवाब दे रहे थे।","मेनते कुलिजनरेदो, ‘‘बोंगाइअलेः’’ मेनतेको जवाबजदा।",64,49,0.7656,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
17650,शव को दफनाने के लिए ले जाने की महौल की तरह में क्या अच्छा लगेगा ?,जङतोपा सेनोःतन लेका चिड़ोः सेनोअ ?,65,34,0.5231,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
17689,रास्ते में उनकी मुलाकात हुई।,एनाते ओड़ो एन कौऊ मेन केदा चि अवगा ने कलीम दो बिर को मुली तेगे बबा कोदो लङ रोवाया।,28,82,2.9286,3.8,REVIEW_REQUIRED,Borderline character ratio (2.93)
17710,आप बात को बहुत घसीट के ले जा रहे हैं !,हेला!,38,5,0.1316,0.0909,SEVERE_ANOMALY,Severe short Mundari character ratio (0.13 < 0.3)
17714,दुरगा-जिस बात के लिए मैंने आपलोगों को बुलाया है उसी बात के लिये ही।,दुरगा-त्र्प्रपेड. रत्र्प्रःतद्पे जगर मेनतेगे।,67,45,0.6716,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
17727,इस तरह से इन बातों पर उनका विश्वास हो गया है।,एन बिसुत्र्प्रास इनिःरेबोलोत्र्प्रकना।,45,38,0.8444,0.2727,SEVERE_ANOMALY,Severe word count divergence (0.27)
17745,क्या करने के लिए यहां आये थे ?’’,चेनअः चेकाकिङ हिजुःलेना?’’,32,26,0.8125,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
17757,"बुढ़िया-यही, तुमको पता चल गया, ऐसा ही तुमलोगों ने पसन्द की।",बुड़िअ-हेनेःदोम नमतदा; एनागेपे सुकुअदा।,59,39,0.661,0.3636,REVIEW_REQUIRED,Borderline word ratio (0.36)
17759,"शगुन बन जाने पर, विवाह पूर्व उत्सव करके हम गोमके को बतायेंगे।","एरेबइजनरेदो, बलाकेत्र्प्रते गोमकेबु उदुब्त्र्प्रइत्र्प्र।",61,57,0.9344,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
17766,"भालू को इस तरह से काटे जाने के बारे में पता नहीं चल रहा था, पता नहीं, उसने अनुभव किया कि अनुभव नहीं किया, वह देवसाय के शरीर को मुंह में लेकर इधर उधर फेंकने में ही मग्न था।","बुड़िओ मगोः तनाइङ मेनते इदुइ अटकरकेदा चि काए अटकरकेदा, सो’लकारेगेए सालजना।",171,74,0.4327,0.2821,SEVERE_ANOMALY,Severe word count divergence (0.28)
17822,"एक बात के बारे में, मैं पूछना चाहता हॅू ,उसके बारेे में आपलोग मुझको बताने का कष्ट करेंगे।",मित्र्प्रद्कजि कुलि सनड.जत्र्प्रःइञत्र्प्रः एनाइड. कुलिलेपेत्र्प्र।,89,67,0.7528,0.2778,SEVERE_ANOMALY,Severe word count divergence (0.28)
17838,"धान को दौनी करने के जगह पर, राक्षस का नाम लेने पर धान का दाना नहीं होता है।","बबा एनतअरे, रगोसा नूतुमकीरे, बबा का जड.ओअ।",75,42,0.56,0.3889,REVIEW_REQUIRED,Borderline word ratio (0.39)
17952,"कुशल - नुकसानी तो अही है, आसाम जाने के लिए इच्छुक आदमी बहुत बार मेरे पास राअ पूछने के लिए आते हैं और किस बगान में रोजगारी सर्वोत्तम है और किस बगान में सबसे खराब है, उसे बताता हूँ।","बलिराम - आपका गाँव कहने से, क्या नुकसानी होगी ?",179,47,0.2626,0.2564,SEVERE_ANOMALY,Severe short Mundari character ratio (0.26 < 0.3)
17975,दुरगा-कौन से गोत्र के लोग हैं ?,दुरगा-किलि चेकनत्र्प्रः?,31,24,0.7742,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
17986,हम दोनों ने सोचा था कि वे भातं के विषय में हम दोनों के समान सोचेंगे लेकिन उन्होंने विरोध ही सोचा।,मेनदो उलटागेए बिचारकेदा।,97,24,0.2474,0.1429,SEVERE_ANOMALY,Severe short Mundari character ratio (0.25 < 0.3)
18036,वैसा ही हुआ।,नेया कजी लेद् लोः गे एना पटा चटः जनाः।,12,38,3.1667,3.0,SEVERE_ANOMALY,Severe long Mundari character ratio (3.17 > 3.0)
18059,क्या  आप अब समझ गये कि नहीं ?,नात्र्प्रःदोम बुजवजना?,29,22,0.7586,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
18081,हम उनको देख रहे हैं कि ये जाति जंगल में ही रहते हैं।,लेलजद्कोअबु एन जतिको बिरगेको ओतोङतना।,52,37,0.7115,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
18098,अनुष्ठान करने के सभी जरूरत की चीजों को जमा किया गया और दो चपरासियों को सोखा खोजने के लिए भेजा गया।,एन सोबेन चीजिको हुनडितना अद् बरिअ दसिकिड.सोखा दंडातेकिड.कुलजना।,98,63,0.6429,0.381,REVIEW_REQUIRED,Borderline word ratio (0.38)
18148,उन लोगों का भी स्वाद लगा और सेम खाया जा सकता है कहके अब बहुत आदमी जानते हैं।,"इनकुउ सिबिलकेद्कोअ, अद् जेता काको रिकाजना।",76,42,0.5526,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
18161,इसलिए चलिए हम लौट जाते हैं।’’,"होड़ोकोत्र्प्रः पाप मोद्गेड. त्र्प्रटकरजदा। एना मेनते, दोलाबु रूड़त्र्प्रः।”",29,76,2.6207,1.3333,REVIEW_REQUIRED,Borderline character ratio (2.62)
18229,"अपने अपने घरों में, आप कहां गये थे, कहके औरतों के पूछने पर,उनलोगों को हम कौन सा बहाना बनायेंगे?’’","मेनते कुड़िको कुलिजद्बुरे, चेनअःबु बा’ना-एअ?’’",97,46,0.4742,0.2632,SEVERE_ANOMALY,Severe word count divergence (0.26)
18244,अध्याय 1,कुतुइल - 1 (अध्याय 1),8,21,2.625,2.5,REVIEW_REQUIRED,Borderline character ratio (2.62)
18300,कुदु-‘‘रूको ! इससे तुमको घृणा हो रही है ?,"कुदु, ‘‘हों!एना हिलङजद्मेअ?",41,27,0.6585,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
18347,"आपके पास जितनी क्षमता है, आप mentor कीजिए, आप कितने ही व्यस्त क्यों न हों, समय निकालिए, time दीजिए।",ओकोअ: मेनअ: एना के मनातिङ पे।,99,29,0.2929,0.3158,SEVERE_ANOMALY,Severe short Mundari character ratio (0.29 < 0.3)
18369,"मैं ने आपदोनों को बहुत दूर से सुना, आपदोनों खूब चिला रहे थे।",संगिन आतेङ अयुमकेद्बेना; कूब्बेन ककलालअः।,60,41,0.6833,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
18413,लेकिन हमदोनों किस तरह और उनदोनों से पूछते ?,मेनदो चिलका’ड़ोःलङ कुलिकिङअ?,43,28,0.6512,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
18434,बिर तबु चबा तन- जंगल हमलोगो का समाप्त हो रहा है,बिर तबु चबा तन,47,14,0.2979,0.3636,SEVERE_ANOMALY,Severe short Mundari character ratio (0.30 < 0.3)
18443,"रसोअल-‘‘कभी कभी इस तरह की बातें सुनाई पड़ती है कि किसी गांव की युवती को दह प्रेतात्मा के द्वारा प्रेम करने पर, उनकी विवाह होने की तरह ही गिनती किया जाता है, इसलिए वह प्रेतात्मा उस गांव में बेटी दमाद हो जायेगा और उस युवती के भाईयों के बच्चे वह औरत बुआ होने के कारण,वह प्रेम करने वाला दह प्रेतात्मा को फूफा कहेंगे।","उड़ुगा, ‘‘एन लेकागे बोंगा कोलोः नता सब् दड़िओअ।’’",312,49,0.1571,0.127,SEVERE_ANOMALY,Severe short Mundari character ratio (0.16 < 0.3)
18556,चलते-चलते बहुत से पहाड़ पार हुए।,ओड़ोः गे सेनोः सेनोः ते बुरू को को परोम इदि केदा अद् हुड़िंग लेका ते औरी किङ तेबाःया।,32,85,2.6562,3.0,REVIEW_REQUIRED,Borderline character ratio (2.66)
18567,"बाघ के मारे जाने के बाद से वह भीतर के कमरे में ही सो रहे हैं, भैंसे बाहरवाले कमरे में रह रहे हैं।’’",कुला गोएःकिः तअःएते बितर रेगेले गितिःतना; केड़ाकोदो ओअरिरेको तइनतना।’’,99,70,0.7071,0.3913,REVIEW_REQUIRED,Borderline word ratio (0.39)
18597,तो भी कुछ लोग इस पार बच ही गये।,इमिन रेओतरा लेका होड़ो को गाड़ा नेसा रेगे को सरेय जना इन्कु हरेक रकम तेको परोम जना।,31,83,2.6774,1.8889,REVIEW_REQUIRED,Borderline character ratio (2.68)
18599,दिले दोङोब- सखूआ फूल झबराया हुआ है,दिले दोड़ोब,34,11,0.3235,0.2857,REVIEW_REQUIRED,Borderline character ratio (0.32)
18664,"कल तख्तियों में मार्क लगाने के शुरूआत करने के लगभग में, बाबू ने रात के समय में हम लोगों को बुलाया और हमलोगों से कह रहा था - “इस बार तुम लोगों ने बहुत सारे तख्तियों को चीराई किया है।","गपा पालिको मरका एटेगोअ मेनलेकारे, बबु रअकेद्लेअ अयुब दिपिलि अद्ए मेतअलेतना, “नेसेकनदो इसु पालिपे हद्अना।",181,104,0.5746,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
18693,उनलोगों को मालूम नहीं होने के कारण उन दोनों का मदद नहीं किया।,"काको मुनडिकेद् रअःते, काको देंगाकेद्किङअ।",61,41,0.6721,0.3846,REVIEW_REQUIRED,Borderline word ratio (0.38)
18800,"चमगादड़-‘‘गोमके, मुझको खबर ठीक समय पर ही मिला था, लेकिन आपने पक्षियों को बुलाये हैं, आप मुझको भी क्या पक्षियों में गिनती कर रहे हैं ?","हाल काम नमलअः, चि चिलकाते का हिजुःम मोनेलअः।’’",133,46,0.3459,0.3077,REVIEW_REQUIRED,Borderline character ratio (0.35)
18813,इसलिए यदि मैं गलती कर रहा हूँ तो मुझको कह कर आपलोग रोकिए कि यह तो इस तरह कह के। इस तरह का एक दूसरे के बातों को रोकने से नाराजगी नहीं है।,"एना मेनते अइङ गलतिजारेदो कजि केसेदिङपे, एनकादो, नेका दङ मेनते।",136,62,0.4559,0.303,REVIEW_REQUIRED,Borderline word ratio (0.30)
18814,पुजा-आराधना करते एवं एक-दूसरे शपथ पूर्वक वचन देते समय तो भगवान सिड़ंबोंगा का नाम उच्चारित होगा ही।,बोंगातनरे ओड़ोः किपिरिअतनरेदो सिङबोंगाअः नुतुम कजिओःगेअ।,98,56,0.5714,0.3529,REVIEW_REQUIRED,Borderline word ratio (0.35)
18909,मै भी यह देखने के लिए आऊँगा।,ओड़ोः सोबेन एन हुलङ मिद्रे जोमेपे ओड़ोः अइंङ गे अपेअः कमी लेल नङेन्तेइंग हिजुअः।,28,80,2.8571,2.0,REVIEW_REQUIRED,Borderline character ratio (2.86)
18941,हमारे पास में हल का क्या हो रहा है ?,त्र्प्रबु तत्र्प्रःरेनयल चेका‘कना?,36,34,0.9444,0.3,REVIEW_REQUIRED,Borderline word ratio (0.30)
18954,"चलिए, भाईयों, छुटा सांढ़ को मैं इतना ही हांक के ले जाउंगा वह आराम कर ले।’’","मटेअरअः दुपिलकेद्ते, कुड़ि अयर अयरतेए हिजुः-लेना; कोड़ादो सोटा सब्केद्तेए ओतोङ अउलिःअ। होरारे तोद् बनोः-जना, हड़अः बनोःजना; बुगि लेकागेकिङ तेबअःलअः, अद् एन इलि, ने ओड़अः रअः इलि मनडि लोःगे नूउःका मेनजना अद्बु हिरचि हटिङजदा।",74,223,3.0135,2.0625,SEVERE_ANOMALY,Severe long Mundari character ratio (3.01 > 3.0)
18965,दुकुरा बुढ़ा के आंगन में आदमी लोग तम्बाकू खाने के साथ साथ बातचीत कर रहे हैं।,"दुकुरा हड़मअःरचारे होड़ोको, तमकु जोमतनलोःको जरूतना।",76,51,0.6711,0.375,REVIEW_REQUIRED,Borderline word ratio (0.38)
18977,मुझको निकल जाने के लिए कह रही थी।,उठवोनमेम मेतअइङ-तना।,33,20,0.6061,0.25,SEVERE_ANOMALY,Severe word count divergence (0.25)
19055,कौवा ने गाया-,लङ दुरङ केदा “सिरजम दरू रे कुड़ि किन जुमांङ कान कुड़ि किङ जुमाङ कान।”,13,69,5.3077,4.6667,SEVERE_ANOMALY,Severe long Mundari character ratio (5.31 > 3.0)
